	name	contri	userType	prevReviewCount	prevPhotosReview	rating	reviewDate	reviewText	reviewDate2	formatted_date	location
3778	Frank Smith	https://lh3.googleusercontent.com/a/ALm5wu3R6b8UaYpMbJoRv4YHSUQmCxBXMA0n4fugXRnM=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	2.0	0.0	4	8 months ago	Always busy but still friendly staff.	2022-06-17 19:30:31.424835	06-17-2022	381_mt_pleasant
3779	Noah Mintz	https://lh3.googleusercontent.com/a-/ACNPEu_RKEQfR1DIQbrE6QCMhlEUj0mmxqh4X0SR51w4=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	44.0	13.0	4	6 years ago	Pretty classic Tim Horton's experience. This place gets quite busy with all of the schools in the area.	2017-02-13 19:30:31.424835	02-13-2017	381_mt_pleasant
3780	Robin Wakelin	https://lh3.googleusercontent.com/a-/ACNPEu-6hfydJwsuMevvYiUBsvB4B-6xC589AdWLAgjB5w=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	45.0	2.0	4	4 years ago	Pretty good for a Tim's in a gas station. Wish they had the double chocolate donuts though!	2019-02-13 19:30:31.425835	02-13-2019	381_mt_pleasant
3781	Greg Keane	https://lh3.googleusercontent.com/a-/ACNPEu9S24i4TTpH7SC6zLGOi_kvb9CaxkHW5zC93ruiDNc=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	224.0	1597.0	3	a year ago	I wish their was more selection of doughnuts.	2022-02-12 19:30:31.425835	02-12-2022	381_mt_pleasant
3782	Shawn Palmer	https://lh3.googleusercontent.com/a/ALm5wu2bEYH6kq20qVAvuf4rD-ySPuNtDy4A2FWs9dNg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	47.0	27.0	4	2 years ago	Friendly staff but as expected from a smaller location, the menu is smaller and at times missing ingredients. Limited seating.	2021-02-12 19:30:31.426835	02-12-2021	381_mt_pleasant
3783	Valerie Fortune	https://lh3.googleusercontent.com/a/ALm5wu0dSJ2P-rRhIxDirHhj0qE4l_4hGLjgHXQm74vo=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	153.0	303.0	4	4 years ago	Nice smaller Tim's. Good was hot and the donuts were fresh.	2019-02-13 19:30:31.426835	02-13-2019	381_mt_pleasant
3784	Amanda Konzelman	https://lh3.googleusercontent.com/a-/ACNPEu812-y-gcMS9fWAVg-vguJ_1VCv9XbVnZk-jwqA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	30.0	3.0	3	3 years ago	Service was cheerful and fast but my steeped tea tasted horrible	2020-02-13 19:30:31.426835	02-13-2020	381_mt_pleasant
3785	Chas E	https://lh3.googleusercontent.com/a-/ACNPEu_WN4X1ZWpC28ArppGNk9xDhe3kS9esu9LoGRVvyr4=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	1101.0	4324.0	5	5 years ago	Great beach downtown good views lots of parking foid trucks plus lifeguard awesome part of toronto	2018-02-13 19:30:31.427836	02-13-2018	381_mt_pleasant
3786	charity obasuyi	https://lh3.googleusercontent.com/a/ALm5wu2rRQHLmaZvxDmAz0hDOmvKJXOsK3OskVN8MlR4=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	30.0	41.0	4	2 years ago	Nice place and good customer service. the only hiccups is the space .	2021-02-12 19:30:31.427836	02-12-2021	381_mt_pleasant
3787	Tim Lynch	https://lh3.googleusercontent.com/a-/ACNPEu_F6_0UTedsJdB9vEeqLglRp3kjt_LiUCbb00s_0g=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	74.0	6.0	3	3 years ago	New Tim card is done by each purchase not number of coffees	2020-02-13 19:30:31.428836	02-13-2020	381_mt_pleasant
3788	roomana khan	https://lh3.googleusercontent.com/a/ALm5wu1MFh79Y9rXVKa6NoU_gvcYKXKcf5LOUmjdShdM=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	52.0	827.0	3	3 years ago	I wish they start having some gluten free items.	2020-02-13 19:30:31.428836	02-13-2020	381_mt_pleasant
3789	P C2020	https://lh3.googleusercontent.com/a-/ACNPEu9FjXtjkn9wjsf14ASoN_HvpSdBdF4N5cvmmjDOCio=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	237.0	823.0	3	5 years ago	Convenient location as no other coffee shop around in the immediate neighborhood.	2018-02-13 19:30:31.428836	02-13-2018	381_mt_pleasant
3790	Tom Klaasen	https://lh3.googleusercontent.com/a-/ACNPEu84ZPOm6siQHX1sM1kpX2oBXfSExijC-1_CNcMDgw=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	433.0	394.0	2	3 years ago	Parking is a nightmare , place fills with school kids at lunch time, welcome to TORONTO, to many people , it's full, hang the sign up	2020-02-13 19:30:31.429836	02-13-2020	381_mt_pleasant
3791	Al	https://lh3.googleusercontent.com/a-/ACNPEu-Q8xcrYGjNHZ4X6GQmcsYeHgydg3cIb6ZaQ-dvOe4=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	72.0	13.0	4	6 years ago	Good place and always busy. Too bad it's not open 24 hours	2017-02-13 19:30:31.429836	02-13-2017	381_mt_pleasant
3792	Kris McCusker	https://lh3.googleusercontent.com/a/ALm5wu0fWdnMwCADuaKugFPD4ai_HwNSYsw3DJBfrgBU=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	36.0	10.0	1	5 years ago	Bad customer service - always seems to have a long line - staff is slow	2018-02-13 19:30:31.430836	02-13-2018	381_mt_pleasant
3793	Gerard Miranda	https://lh3.googleusercontent.com/a-/ACNPEu-bnhdwf8CkKS3Ti8lIeG905nS65XvuRmWXDs11Dw=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	11.0	0.0	1	2 years ago	Both servers are NOT wearing gloves!!! Not a good thing ESPECIALLY with the VIRUS around!!!	2021-02-12 19:30:31.430836	02-12-2021	381_mt_pleasant
3794	Julian Kaye	https://lh3.googleusercontent.com/a/ALm5wu04zCsW8NcxU93_FLqxkvmufKeY1XELr2FgX3pV=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	39.0	14.0	4	4 years ago	Not bad!	2019-02-13 19:30:31.430836	02-13-2019	381_mt_pleasant
3795	G GK	https://lh3.googleusercontent.com/a-/ACNPEu9dpPSkaz5OqTJF46Sxbi0-RTJ8LwrZBLw3a0KR=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	341.0	45.0	5	a year ago	It's a Tim's. What is there you wanna know?	2022-02-12 19:30:31.431836	02-12-2022	381_mt_pleasant
3796	Mugdha	https://lh3.googleusercontent.com/a-/ACNPEu__lQQHFT_nUrAC7hUV3cIjgloY30pntiMlCqkUDQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	35.0	98.0	2	3 years ago	Sorry but service was very slow and coffe wasn't made properly.	2020-02-13 19:30:31.431836	02-13-2020	381_mt_pleasant
3797	Jeremy O.	https://lh3.googleusercontent.com/a-/ACNPEu85aBk7Jvv4T0BMMEyDAuWJv3nx1ULt352WcBl8fZA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	62.0	70.0	4	6 years ago	I bit busy but can usually find a parking spot. No drive through	2017-02-13 19:30:31.431836	02-13-2017	381_mt_pleasant
3798	Aravend Sriram D	https://lh3.googleusercontent.com/a/ALm5wu0mdvcN2wBKGSPTHT224gGVUSs5iWP90fKZiP7psjY=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	35.0	6.0	3	a year ago	The taste of a double double is never the same here	2022-02-12 19:30:31.432837	02-12-2022	381_mt_pleasant
3799	Phil Fabiano	https://lh3.googleusercontent.com/a/ALm5wu1f8-kDXsgD9nlcowS9dzAZ28yRqmg3YXZUjfMd=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	36.0	3.0	4	3 years ago	It's a Tim's that actually makes good coffee!	2020-02-13 19:30:31.432837	02-13-2020	381_mt_pleasant
3800	Joe F	https://lh3.googleusercontent.com/a-/ACNPEu9YNX-gP21nUOVG-H6A7EjDEZs3XUT1pJJxb4KOoQ=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	630.0	258.0	4	3 years ago	Good service. The line moved 5fsirly quick	2020-02-13 19:30:31.433837	02-13-2020	381_mt_pleasant
3801	Atique Ahmed	https://lh3.googleusercontent.com/a-/ACNPEu_jpAAcSIs3aLiiFDbDw71zeoWHhbgUgXUWQfrxIg=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	5	3 years ago	Your service's are OK washroom were out of toilet papers	2020-02-13 19:30:31.433837	02-13-2020	381_mt_pleasant
3802	Greg Mclaughlin	https://lh3.googleusercontent.com/a/ALm5wu1PqVT82vuyfUT6ExZVauGNcqJPCPEoqv6D35MA=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	9.0	0.0	3	a year ago	Always have to wait for decaf	2022-02-12 19:30:31.433837	02-12-2022	381_mt_pleasant
3803	Roger Vassallo	https://lh3.googleusercontent.com/a/ALm5wu38fLdm97CXKIoEpGP42SjiKbjez_jNgveRu2_O=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	118.0	0.0	5	4 years ago	Need more people during rush hours a little bit slow in service	2019-02-13 19:30:31.434837	02-13-2019	381_mt_pleasant
3804	holly kozak	https://lh3.googleusercontent.com/a-/ACNPEu9tX4tj98Osppm71VYs8CxTkERA57wRemcwE5agug=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	38.0	1.0	5	5 years ago	Great Staff- very friendly and big Smiles!	2018-02-13 19:30:31.434837	02-13-2018	381_mt_pleasant
3805	Saqib Zamir	https://lh3.googleusercontent.com/a-/ACNPEu-A0zrMEEu5f47cCJjL-Buy9Gm9S2EgPr29eFSt2g=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	26.0	1.0	4	5 years ago	Good old Timmie ...open 24/7	2018-02-13 19:30:31.435837	02-13-2018	381_mt_pleasant
3806	Rob Mason	https://lh3.googleusercontent.com/a/ALm5wu3_HZdk3embDz-QJYRADLH4plJxPAobqnutaoP4=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	95.0	3.0	3	3 years ago	Decent service very mediocre coffee	2020-02-13 19:30:31.435837	02-13-2020	381_mt_pleasant
3807	Jennah Toles	https://lh3.googleusercontent.com/a/ALm5wu2TuzUZFR1q1AgLQ4Q3UX_n6IMuq0HBB0QbgQmK=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	32.0	21.0	4	5 years ago	Sells great drinks yet very very crowded	2018-02-13 19:30:31.435837	02-13-2018	381_mt_pleasant
3808	John Crae	https://lh3.googleusercontent.com/a/ALm5wu2_yk9ntw87C4971QCScSr5utSbRdBbpiEaUmBY=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	50.0	166.0	5	3 years ago	Great food chain at a great location.	2020-02-13 19:30:31.436838	02-13-2020	381_mt_pleasant
3809	Dima Moraru	https://lh3.googleusercontent.com/a-/ACNPEu8Qym0PgG7mUxLjKcRUFJMgPHXq1fOOeF5R4W5Xpcc=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	622.0	756.0	5	a year ago	Great customer service !	2022-02-12 19:30:31.436838	02-12-2022	381_mt_pleasant
3810	Rob Brown	https://lh3.googleusercontent.com/a-/ACNPEu8rDakoRswBVbu_dzbEk-Q9KEQrd7PfEGjfxj9NeA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	84.0	5.0	1	3 years ago	If you like coffee, you may like this,... its coffee-like	2020-02-13 19:30:31.437838	02-13-2020	381_mt_pleasant
3811	AK	https://lh3.googleusercontent.com/a-/ACNPEu8eWrhLAjYb_9XFwnaWiv8cSFqIvMqHZntfRrCJTg=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	151.0	0.0	5	3 years ago	Great new additions to their menu	2020-02-13 19:30:31.437838	02-13-2020	381_mt_pleasant
3812	Terri Duran	https://lh3.googleusercontent.com/a-/ACNPEu8YWe1_6vNvf2RM2y-hBcjsUKpw9y4ldsUi4rc-=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	14.0	7.0	5	5 years ago	Staffs are friendly. Fast service ðŸ˜Š	2018-02-13 19:30:31.437838	02-13-2018	381_mt_pleasant
3813	Inta LakstÄ«gala	https://lh3.googleusercontent.com/a-/ACNPEu-YkbtXiQzTWiDEPsJ7wZKLKTp0g7BefxNY4hIgnVM=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	88.0	530.0	5	5 years ago	Regular Tims, fast service.	2018-02-13 19:30:31.438838	02-13-2018	381_mt_pleasant
3814	amanjot Mundi	https://lh3.googleusercontent.com/a/ALm5wu2sVR7WAGlMqppqvRJNuz01c1131UKBb3GrnVGy=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	1	4 years ago	Not open at night They have to change timings	2019-02-13 19:30:31.438838	02-13-2019	381_mt_pleasant
3815	Nasser Dehnavi	https://lh3.googleusercontent.com/a/ALm5wu1a1rN8RSpXUHKAISM4mq2aAFxZv1xaEEgE3yC5=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	3.0	1.0	1	a year ago	Very poor customer service	2022-02-12 19:30:31.439838	02-12-2022	381_mt_pleasant
3816	robert oliver	https://lh3.googleusercontent.com/a/ALm5wu3KyVfiEC6XD9KfVpU2RBbmZUjLtAKL5RN6-J9y=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	3	3 years ago	I found I had to wait to long to be served	2020-02-13 19:30:31.439838	02-13-2020	381_mt_pleasant
3817	Jun Lorraine DinoOrtiz	https://lh3.googleusercontent.com/a-/ACNPEu9Nm-fj6GHIhsjnbQkVKJU6F3mNJBU7kQtRMxHb5nY=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	624.0	271.0	4	3 years ago	Coffee always hot and fresh	2020-02-13 19:30:31.439838	02-13-2020	381_mt_pleasant
3818	Gary Macphee	https://lh3.googleusercontent.com/a-/ACNPEu8fwXFQtshF4zkyU0jPJVQSL4hYOGKnvmVejOhS=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	213.0	30.0	5	3 years ago	Always great smiling service.	2020-02-13 19:30:31.440839	02-13-2020	381_mt_pleasant
3819	Adam D (Dulbizzle)	https://lh3.googleusercontent.com/a-/ACNPEu8br39uWs2hEkFEzfREEyc2OFrgsk1moye8ecm-=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	578.0	11.0	5	a year ago	The best	2022-02-12 19:30:31.440839	02-12-2022	381_mt_pleasant
3820	MUHAMMAD ZULFIQAR	https://lh3.googleusercontent.com/a-/ACNPEu8wAUwx4VkxXxxg8kgAn2R_dQSm5xnFgW6z4yQsZA=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	187.0	33.0	5	a year ago	Nice one	2022-02-12 19:30:31.441840	02-12-2022	381_mt_pleasant
3821	Adam CAN	https://lh3.googleusercontent.com/a-/ACNPEu-zJjfi4ggqP8bPgEkEpAukpJ6vGQD2WHM7hwDLeQ=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	95.0	6.0	5	2 years ago	Really fast service.	2021-02-12 19:30:31.441840	02-12-2021	381_mt_pleasant
3822	sameera navodiya	https://lh3.googleusercontent.com/a-/ACNPEu-nsNm3gLVQJWNqU7W15VLVFetGGmH6XDYtKYyNcYY=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	12.0	6.0	1	4 years ago	The french Vanilla tasted awful	2019-02-13 19:30:31.441840	02-13-2019	381_mt_pleasant
3823	Justin Hope	https://lh3.googleusercontent.com/a-/ACNPEu_RiL0h24e_h6MlszbQulxfQx0VH6iBdOcWW1jpuw=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	75.0	4.0	5	a year ago	Not bad	2022-02-12 19:30:31.442839	02-12-2022	381_mt_pleasant
3824	PJ	https://lh3.googleusercontent.com/a-/ACNPEu-OW3yWPth78te-KWdHRXeyAYyBAsNvRfZQqa-hlA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	63.0	1.0	4	3 years ago	Everyone loves Timmy's	2020-02-13 19:30:31.442839	02-13-2020	381_mt_pleasant
3825	Dharmesh Patel	https://lh3.googleusercontent.com/a/ALm5wu0mllWQvYqeE14HFZnzeK-4ksD0zWwhLUGFMA3x=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	189.0	1668.0	5	5 years ago	Get a break from the city, fill car and get something for the road	2018-02-13 19:30:31.443839	02-13-2018	381_mt_pleasant
3826	Ashor Saliba	https://lh3.googleusercontent.com/a-/ACNPEu87GKwER4BbfsgsExGUB3cv6mf2gZlaLZTfcPw4rg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	28.0	15.0	4	5 years ago	Nice and clean good customer service	2018-02-13 19:30:31.443839	02-13-2018	381_mt_pleasant
3827	Heidi Schwarzkopf	https://lh3.googleusercontent.com/a-/ACNPEu_WT_WxuW7hF4dtDDkzk2vPqthYzGMXyvl2iP-yQA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	55.0	48.0	3	4 years ago	Only go here if I happen to be nearby.	2019-02-13 19:30:31.443839	02-13-2019	381_mt_pleasant
3828	Maryamm Ashe Shariff	https://lh3.googleusercontent.com/a-/ACNPEu_UTXak8C_XEflGnBGZTCQMkFgkVfvydOaIbc5fpw=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	326.0	62.0	4	3 years ago	Dark roast is great!	2020-02-13 19:30:31.444839	02-13-2020	381_mt_pleasant
3829	Rohan Arora	https://lh3.googleusercontent.com/a-/ACNPEu_ngnujEfgsZUIk0y9AoDDzUvP4JDLygNd4sbEcFg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	18.0	0.0	5	3 years ago	Perfect for a morning espresso	2020-02-13 19:30:31.444839	02-13-2020	381_mt_pleasant
3830	William Chen	https://lh3.googleusercontent.com/a/ALm5wu3rYC4u1DQlQ9ipHj54OAtMa6nR3IfY1BkhlZnY=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	161.0	10.0	4	5 years ago	Like any other Tims	2018-02-13 19:30:31.445839	02-13-2018	381_mt_pleasant
3831	Zeyu Li	https://lh3.googleusercontent.com/a/ALm5wu2-YoGGkqCNN8CjkfIlJzMQr7Z4pz6BMXy5Yqe6=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	20.0	0.0	5	a year ago	Good	2022-02-12 19:30:31.445839	02-12-2022	381_mt_pleasant
3832	Faisal Hafeez	https://lh3.googleusercontent.com/a-/ACNPEu-EnHgOtU7tCwnzHSdXQXVL0TyEZqt1DJ1hEN_3418=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	303.0	457.0	3	5 years ago	Not bad	2018-02-13 19:30:31.445839	02-13-2018	381_mt_pleasant
3833	Igor Filippov	https://lh3.googleusercontent.com/a/ALm5wu1CSS9n1jfhq8Lau2-6ypQtnSVJG0bU5hBaOrjF=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	5.0	1.0	5	3 years ago	Convenient and good located.	2020-02-13 19:30:31.446840	02-13-2020	381_mt_pleasant
3834	ABDUL RAHMAN	https://lh3.googleusercontent.com/a-/ACNPEu-2ltCYOUJhYkXhmMepIw5T7JTx_DTrfCegeb9M=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	237.0	33.0	5	a year ago	ï¿½ excellent service.	2022-02-12 19:30:31.446840	02-12-2022	381_mt_pleasant
3835	Frew T	https://lh3.googleusercontent.com/a/ALm5wu2jdE6on-6yJYKmiLWRK7ILey2reSBK4uweBf2C=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	5	5 years ago	Love the service at this place.	2018-02-13 19:30:31.447840	02-13-2018	381_mt_pleasant
3836	zulfiquar ali	https://lh3.googleusercontent.com/a-/ACNPEu-vaot9gJCdANXiR5lYsvMnUGoP5uc-K4zFfwr8=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	164.0	497.0	5	3 years ago	Good customer service	2020-02-13 19:30:31.447840	02-13-2020	381_mt_pleasant
3837	Dylan Pebdani	https://lh3.googleusercontent.com/a-/ACNPEu_6Au8YWMIL0uJGB5r6lLYkcX7E1jCzYXLdLJvyng=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	31.0	1.0	1	a year ago	Awful service.	2022-02-12 19:30:31.447840	02-12-2022	381_mt_pleasant
3838	eugene lim	https://lh3.googleusercontent.com/a/ALm5wu1R1ZI94zXV8R40qCr-yUn6EhLfShHCDT36VNzR=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	59.0	58.0	4	5 years ago	Good quick service.	2018-02-13 19:30:31.448840	02-13-2018	381_mt_pleasant
3839	Umar Asghar	https://lh3.googleusercontent.com/a-/ACNPEu-6XalQXp6NKrFYbZRVXgXBLmif10gHdPSbXNdc2JM=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	536.0	230.0	5	3 years ago	Great convenient location:)	2020-02-13 19:30:31.448840	02-13-2020	381_mt_pleasant
3840	Ragul R	https://lh3.googleusercontent.com/a-/ACNPEu-9tARVMLcUwthBSkBPa8ILJengrovBGoJYf_5L4g=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	26.0	4.0	4	3 years ago	Inconsistency in double double and triple triple....	2020-02-13 19:30:31.448840	02-13-2020	381_mt_pleasant
3841	R A	https://lh3.googleusercontent.com/a-/ACNPEu8F_pPvWH2XdV1NbPNvtWDLNzZOQO4drM9LYlt7EA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	109.0	1.0	5	2 years ago	Hockey, died in a accident	2021-02-12 19:30:31.449840	02-12-2021	381_mt_pleasant
3842	Alen Wayne Leung	https://lh3.googleusercontent.com/a/ALm5wu0t2Eze5-swfh0TrEJkYGvWKOPVvmMfptax6Edo=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	176.0	16.0	3	5 years ago	The prices are reasonable.	2018-02-13 19:30:31.449840	02-13-2018	381_mt_pleasant
3843	Alexa Perri	https://lh3.googleusercontent.com/a-/ACNPEu8Y9eMWm0K0DPsLlg8yQ7aIomJMEUlmkIiVRcO1HQ=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	100.0	14.0	5	a year ago	Fast service	2022-02-12 19:30:31.450841	02-12-2022	381_mt_pleasant
3844	Spencer Cooper	https://lh3.googleusercontent.com/a-/ACNPEu95CDEO4XIVla_ykNu58aTjYMhI3hdI44zxCI9xWw=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	276.0	118.0	3	4 years ago	Ok	2019-02-13 19:30:31.450841	02-13-2019	381_mt_pleasant
3845	Lladaneyah	https://lh3.googleusercontent.com/a-/ACNPEu_VcislWht2tfPl-wq13QkhTDr44ytP255rtZCE0Q=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	63.0	5.0	5	2 years ago	Cashiers are friendly	2021-02-12 19:30:31.450841	02-12-2021	381_mt_pleasant
3846	prasun nayek	https://lh3.googleusercontent.com/a-/ACNPEu88xLlk_w11nMxO8T-j26bqlORZCWJpCCZcEhbY=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	20.0	0.0	5	a year ago	Nuce coffee	2022-02-12 19:30:31.451841	02-12-2022	381_mt_pleasant
3847	Jacob Lidstone	https://lh3.googleusercontent.com/a-/ACNPEu9QrYi3EMbKs3Rro1orLVmVmtDthe7Rg8Cjk4Uq1Q=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	130.0	35.0	5	5 years ago	Always fresh!	2018-02-13 19:30:31.451841	02-13-2018	381_mt_pleasant
3848	Mazlum SARIGÃœL	https://lh3.googleusercontent.com/a-/ACNPEu8rQ_q3Gg0sD9jYy9aYkBtFWzII59Cu2HW32a3u=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	63.0	6.0	5	2 years ago	Good	2021-02-12 19:30:31.452841	02-12-2021	381_mt_pleasant
3849	TopKushGTA416 Toronto	https://lh3.googleusercontent.com/a-/ACNPEu_WdBJq5dHNFBQwTS4GeMeMq31A3sdRpvt_nK3GpQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	51.0	21.0	5	3 years ago	Love, love, love there EVERYTHING!!!!	2020-02-13 19:30:31.452841	02-13-2020	381_mt_pleasant
3850	Kim Forrest	https://lh3.googleusercontent.com/a/ALm5wu1qdv-iUpK2fNHsVOiakVKz0gruBR1zHJYRGYPB=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	146.0	23.0	4	5 years ago	Love timmys	2018-02-13 19:30:31.452841	02-13-2018	381_mt_pleasant
3851	Frank Magill	https://lh3.googleusercontent.com/a/ALm5wu0HM90_kqZQpD_-obs6CzLxAdF4EBQm6iLWAJTE=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	163.0	13.0	5	4 years ago	Fast	2019-02-13 19:30:31.453842	02-13-2019	381_mt_pleasant
3852	Mark Sun	https://lh3.googleusercontent.com/a/ALm5wu1X42x6u_CPmvhMDYWhTsxJ0gM3-B6eYrc_pxWi=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	112.0	0.0	5	4 years ago	Good	2019-02-13 19:30:31.453842	02-13-2019	381_mt_pleasant
3853	Qudsia Zia	https://lh3.googleusercontent.com/a-/ACNPEu8dPm8FIFKW6ygLyUsKf32j7K3DqZ1UXS6JReMe7w=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	560.0	0.0	5	3 years ago	Desi Asian touch	2020-02-13 19:30:31.454841	02-13-2020	381_mt_pleasant
3854	Debra Mclellan	https://lh3.googleusercontent.com/a-/ACNPEu_4W-8MWDQJsWxOJg4O5wf28NjgE-gqy1EA05Q2bA=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	126.0	0.0	5	4 years ago	Great coffee	2019-02-13 19:30:31.454841	02-13-2019	381_mt_pleasant
3855	Richard Summerfeldt	https://lh3.googleusercontent.com/a-/ACNPEu8mUKYn8ycTyWCEPd51GSd56OYxxqCQObKgPvkb=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	172.0	3034.0	5	2 years ago	Quality sells!!	2021-02-12 19:30:31.454841	02-12-2021	381_mt_pleasant
3856	Bosco Guo	https://lh3.googleusercontent.com/a-/ACNPEu--mXogiAZ9ZHkJuAxSOjk-rCfypIrE-M5u8-GkSw=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	217.0	166.0	5	5 years ago	perfect	2018-02-13 19:30:31.455842	02-13-2018	381_mt_pleasant
3857	Terry Pitcher	https://lh3.googleusercontent.com/a-/ACNPEu-we6apseY5p_Vqu5QOO2KGYUrXYQQKMXgN5W70=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	34.0	10.0	4	5 years ago	Great coffee	2018-02-13 19:30:31.455842	02-13-2018	381_mt_pleasant
3858	Alex	https://lh3.googleusercontent.com/a-/ACNPEu9wRgjXG8kVJxUvdfipICYoiXsYaXD8qOjTRNzekA=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	17.0	1.0	5	3 years ago	Yum	2020-02-13 19:30:31.455842	02-13-2020	381_mt_pleasant
3859	AJ B	https://lh3.googleusercontent.com/a/ALm5wu39y1Z67NbI8ge6yZ-HpiAEhUMUS1kWFW4S5zVd=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	251.0	0.0	3	3 years ago	Busy	2020-02-13 19:30:31.456842	02-13-2020	381_mt_pleasant
